键值(key),翻译(msgstr)
IDS_PJSC799,ARP 高雄
IDS_PJSC799_FULL,ARP 高雄
IDS_PJSC810,藏王 P
IDS_PJSC810_FULL,藏王 P
IDS_PJSC819,BA 高梁
IDS_PJSC819_FULL,BA 高梁
IDS_PJSC829,吾妻 B
IDS_PJSC829_FULL,吾妻 B
IDS_PJSC837,桥立
IDS_PJSC838,桥立
IDS_PJSC890,藏王 CLR
IDS_PJSC890_FULL,藏王 CLR
IDS_PJSC905,沙漠猎鹰
IDS_PJSC905_FULL,沙漠猎鹰
IDS_PJSC918,利根 2
IDS_PJSC918_FULL,利根 2
IDS_PJSC919,利根 3
IDS_PJSC919_FULL,利根 3
IDS_PJSC934,[藏王]
IDS_PJSC934_FULL,[藏王]
IDS_PJSD001,橘
IDS_PJSD001_FULL,橘
IDS_PJSD002,海风
IDS_PJSD002_FULL,海风
IDS_PJSD003,矶风
IDS_PJSD003_FULL,矶风
IDS_PJSD004,峰风
IDS_PJSD004_FULL,峰风
IDS_PJSD005,睦月（旧）
IDS_PJSD005_FULL,睦月（2016-12-01 前）
IDS_PJSD006,初春（旧）
IDS_PJSD006_FULL,初春（2016-12-01 前）
IDS_PJSD007,吹雪（旧）
IDS_PJSD007_FULL,吹雪（2016-12-01 前）
IDS_PJSD010,阳炎（旧）
IDS_PJSD010_FULL,阳炎（2016-12-01 前）
IDS_PJSD012,岛风
IDS_PJSD012_FULL,岛风
IDS_PJSD014,橘 L
IDS_PJSD014_FULL,橘 L
IDS_PJSD017,风神
IDS_PJSD017_FULL,风神
IDS_PJSD024,若竹
IDS_PJSD024_FULL,若竹
IDS_PJSD025,神风
IDS_PJSD025_FULL,神风
IDS_PJSD026,神风 R
IDS_PJSD026_FULL,神风 R
IDS_PJSD105,睦月
IDS_PJSD105_FULL,睦月
IDS_PJSD106,吹雪
IDS_PJSD106_FULL,吹雪
IDS_PJSD107,晓
IDS_PJSD107_FULL,晓
IDS_PJSD108,秋月
IDS_PJSD108_FULL,秋月
IDS_PJSD111,山雾
IDS_PJSD111_FULL,山雾
IDS_PJSD206,初春
IDS_PJSD206_FULL,初春
IDS_PJSD207,白露
IDS_PJSD207_FULL,白露
IDS_PJSD208,阳炎
IDS_PJSD208_FULL,阳炎
IDS_PJSD209,夕云
IDS_PJSD209_FULL,夕云
IDS_PJSD210,春云
IDS_PJSD210_FULL,春云
IDS_PJSD219,北风
IDS_PJSD219_FULL,北风
IDS_PJSD503,不可用：矶风
IDS_PJSD503_FULL,不可用：矶风
IDS_PJSD504,不可用：峰风
IDS_PJSD504_FULL,不可用：峰风
IDS_PJSD507,夕立
IDS_PJSD507_FULL,夕立
IDS_PJSD510,疾风
IDS_PJSD510_FULL,疾风
IDS_PJSD518,朝潮
IDS_PJSD518_FULL,朝潮
IDS_PJSD528,HSF 晴风 II
IDS_PJSD528_FULL,HSF 晴风 II
IDS_PJSD596,东云 B
IDS_PJSD596_FULL,东云 B
IDS_PJSD598,朝潮 B
IDS_PJSD598_FULL,朝潮 B
IDS_PJSD706,东云
IDS_PJSD706_FULL,东云
IDS_PJSD708,HSF 晴风
IDS_PJSD708_FULL,HSF 晴风
IDS_PJSD710,冬月
IDS_PJSD710_FULL,冬月
IDS_PJSD718,AL 雪风
IDS_PJSD718_FULL,AL 雪风
IDS_PJSD719,峰云
IDS_PJSD719_FULL,峰云
IDS_PJSD728,时雨
IDS_PJSD728_FULL,时雨
IDS_PJSD803,矶风
IDS_PJSD889,星之北风
IDS_PJSD889_FULL,星之北风
IDS_PJSD890,AL 岛风
IDS_PJSD890_FULL,AL 岛风
IDS_PJSD891,山雾 +
IDS_PJSD891_FULL,山雾 +
IDS_PJSD912,[岛风]
IDS_PJSD912_FULL,[岛风]
IDS_PJSS508,伊-58
IDS_PJSS508_FULL,伊-58
IDS_PJSS518,伊-56
IDS_PJSS518_FULL,伊-56
IDS_PJSS528,伊-54
IDS_PJSS528_FULL,伊-54
IDS_PJSS720,伊-56 1944
IDS_PJSS720_FULL,伊-56 1944
IDS_PJSS820,BA 阿罗娜的小鲸鱼
IDS_PJSS820_FULL,BA 阿罗娜的小鲸鱼
IDS_PJSX701,ARP 伊-401
IDS_PJSX701_FULL,ARP 伊-402
IDS_PJSX702,ARP 伊-403
IDS_PJSX702_FULL,ARP 伊-404
IDS_PJSX799,707R
IDS_PRSA104,共青团员
IDS_PRSA104_FULL,共青团员
IDS_PRSA106,谢罗夫
IDS_PRSA106_FULL,谢罗夫
IDS_PRSA108,胜利
IDS_PRSA108_FULL,胜利
IDS_PRSA110,纳希莫夫
IDS_PRSA110_FULL,纳希莫夫将军
IDS_PRSA508,契卡洛夫
IDS_PRSA508_FULL,契卡洛夫
IDS_PRSA598,契卡洛夫 B
IDS_PRSA598_FULL,契卡洛夫 B
IDS_PRSA990,奥尔洛夫
IDS_PRSA990_FULL,奥尔洛夫将军
IDS_PRSB001,尼古拉一世
IDS_PRSB001_FULL,沙皇尼古拉一世
IDS_PRSB103,苏沃洛夫公爵
IDS_PRSB103_FULL,苏沃洛夫公爵
IDS_PRSB104,甘古特
IDS_PRSB104_FULL,甘古特
IDS_PRSB105,彼得大帝
IDS_PRSB105_FULL,彼得大帝
IDS_PRSB106,伊兹梅尔
IDS_PRSB106_FULL,伊兹梅尔
IDS_PRSB107,锡诺普
IDS_PRSB107_FULL,锡诺普
IDS_PRSB108,海参崴
IDS_PRSB108_FULL,海参崴
IDS_PRSB109,苏联
IDS_PRSB109_FULL,苏联
IDS_PRSB110,克里姆林
IDS_PRSB110_FULL,克里姆林
IDS_PRSB111,乌沙科夫
IDS_PRSB111_FULL,乌沙科夫将军
IDS_PRSB505,十月革命
IDS_PRSB505_FULL,十月革命
IDS_PRSB508,波尔塔瓦
IDS_PRSB508_FULL,波尔塔瓦
IDS_PRSB509,纳瓦林
IDS_PRSB509_FULL,纳瓦林
IDS_PRSB510,光荣
IDS_PRSB510_FULL,光荣
IDS_PRSB516,新罗西斯克
IDS_PRSB516_FULL,新罗西斯克
IDS_PRSB518,列宁
IDS_PRSB518_FULL,列宁
IDS_PRSB528,博罗季诺
IDS_PRSB528_FULL,博罗季诺
IDS_PRSB538,V·I·列宁
IDS_PRSB538_FULL,V·I·列宁
IDS_PRSB709,AL 苏维埃俄罗斯
IDS_PRSB709_FULL,AL 苏维埃俄罗斯
IDS_PRSB710,西伯利亚
IDS_PRSB710_FULL,西伯利亚
IDS_PRSB717,阿尔汉格尔斯克
IDS_PRSB717_FULL,阿尔汉格尔斯克
IDS_PRSB719,自由曙光
IDS_PRSB719_FULL,自由曙光
IDS_PRSB729,共和国
IDS_PRSB729_FULL,共和国
IDS_PRSB739,苏维埃俄罗斯
IDS_PRSB739_FULL,苏维埃俄罗斯
IDS_PRSB818,博罗季诺 TE
IDS_PRSB818_FULL,博罗季诺 TE
IDS_PRSB819,BA 气垫船
IDS_PRSB819_FULL,BA 气垫船
IDS_PRSB909,玛塔加
IDS_PRSB909_FULL,玛塔加
IDS_PRSC001,阿芙乐尔
IDS_PRSC001_FULL,阿芙乐尔
IDS_PRSC002,狄安娜
IDS_PRSC002_FULL,狄安娜
IDS_PRSC003,摩尔曼斯克
IDS_PRSC003_FULL,摩尔曼斯克
IDS_PRSC010,狄安娜 L
IDS_PRSC010_FULL,狄安娜 L
IDS_PRSC101,海雕
IDS_PRSC101_FULL,海雕
IDS_PRSC102,诺维克
IDS_PRSC102_FULL,诺维克
IDS_PRSC103,勇士
IDS_PRSC103_FULL,勇士
IDS_PRSC104,斯维特拉娜
IDS_PRSC104_FULL,斯维特拉娜
IDS_PRSC105,基洛夫（旧）
IDS_PRSC105_FULL,基洛夫（2020-06-10 前）
IDS_PRSC106,布琼尼
IDS_PRSC106_FULL,布琼尼
IDS_PRSC107,肖尔斯
IDS_PRSC107_FULL,肖尔斯
IDS_PRSC108,夏伯阳
IDS_PRSC108_FULL,夏伯阳
IDS_PRSC109,德米特里·顿斯科伊
IDS_PRSC109_FULL,德米特里·顿斯科伊
IDS_PRSC110,莫斯科
IDS_PRSC110_FULL,莫斯科
IDS_PRSC111,新西伯利亚
IDS_PRSC111_FULL,新西伯利亚
IDS_PRSC208,塔林
IDS_PRSC208_FULL,塔林
IDS_PRSC209,里加
IDS_PRSC209_FULL,里加
IDS_PRSC210,A·涅夫斯基
IDS_PRSC210_FULL,亚历山大·涅夫斯基
IDS_PRSC215,科托夫斯基
IDS_PRSC215_FULL,科托夫斯基
IDS_PRSC310,彼得罗巴甫洛夫斯克
IDS_PRSC310_FULL,彼得罗巴甫洛夫斯克
IDS_PRSC503,奥列格
IDS_PRSC503_FULL,奥列格
IDS_PRSC505,红色克里米亚
IDS_PRSC505_FULL,红色克里米亚
IDS_PRSC506,莫洛托夫
IDS_PRSC506_FULL,莫洛托夫
IDS_PRSC508,库图佐夫
IDS_PRSC508_FULL,米哈伊尔·库图佐夫
IDS_PRSC509,喀琅施塔得
IDS_PRSC509_FULL,喀琅施塔得
IDS_PRSC510,斯大林格勒
IDS_PRSC510_FULL,斯大林格勒
IDS_PRSC513,瓦良格
IDS_PRSC513_FULL,瓦良格
IDS_PRSC515,米高扬
IDS_PRSC515_FULL,米高扬
IDS_PRSC518,拉佐
IDS_PRSC518_FULL,拉佐
IDS_PRSC520,斯大林格勒 #2
IDS_PRSC520_FULL,斯大林格勒 #2
IDS_PRSC523,AL 阿芙乐尔
IDS_PRSC523_FULL,AL 阿芙乐尔
IDS_PRSC525,基洛夫
IDS_PRSC525_FULL,基洛夫
IDS_PRSC528,奥恰科夫
IDS_PRSC528_FULL,奥恰科夫
IDS_PRSC530,斯摩棱斯克 B
IDS_PRSC530_FULL,斯摩棱斯克 B
IDS_PRSC538,P·巴格拉季昂
IDS_PRSC538_FULL,彼得·巴格拉季昂
IDS_PRSC548,巴格拉季昂
IDS_PRSC548_FULL,巴格拉季昂
IDS_PRSC558,D·波扎尔斯基
IDS_PRSC558_FULL,德米特里·波扎尔斯基
IDS_PRSC568,拉佐 B
IDS_PRSC568_FULL,拉佐 B
IDS_PRSC606,马卡罗夫
IDS_PRSC606_FULL,马卡罗夫将军
IDS_PRSC610,斯摩棱斯克
IDS_PRSC610_FULL,斯摩棱斯克
IDS_PRSC709,维亚济马
IDS_PRSC709_FULL,维亚济马
IDS_PRSC710,塞瓦斯托波尔
IDS_PRSC710_FULL,塞瓦斯托波尔
IDS_PRSC719,库兹马·米宁
IDS_PRSC719_FULL,库兹马·米宁
IDS_PRSC810,委员
IDS_PRSC810_FULL,委员
IDS_PRSC818,赛博朋克
IDS_PRSC818_FULL,赛博朋克
IDS_PRSC910,[莫斯科]
IDS_PRSC910_FULL,[莫斯科]
IDS_PRSC920,歪比巴卜
IDS_PRSC920_FULL,歪比巴卜
IDS_PRSC980,V·莫诺马赫
IDS_PRSC980_FULL,弗拉基米尔·莫诺马赫
IDS_PRSC990,彼得罗扎沃茨克
IDS_PRSC990_FULL,彼得罗扎沃茨克
IDS_PRSC999,测试战舰
IDS_PRSC999_FULL,测试战舰
IDS_PRSD001,轰鸣
IDS_PRSD001_FULL,轰鸣
IDS_PRSD102,守卫
IDS_PRSD102_FULL,守卫
IDS_PRSD103,无理
IDS_PRSD103_FULL,无理
IDS_PRSD104,伊贾斯拉夫
IDS_PRSD104_FULL,伊贾斯拉夫
IDS_PRSD105,愤怒（旧）
IDS_PRSD105_FULL,愤怒（2017-03-06 前）
IDS_PRSD106,火力（旧）
IDS_PRSD106_FULL,火力（2017-03-06 前）
IDS_PRSD107,无畏
IDS_PRSD107_FULL,无畏
IDS_PRSD108,塔什干（旧）
IDS_PRSD108_FULL,塔什干（2017-03-06 前）
IDS_PRSD109,基辅（旧）
IDS_PRSD109_FULL,基辅（2017-03-06 前）
IDS_PRSD110,伯力
IDS_PRSD110_FULL,伯力
IDS_PRSD111,敏锐
IDS_PRSD111_FULL,敏锐
IDS_PRSD205,波德沃伊斯基
IDS_PRSD205_FULL,波德沃伊斯基
IDS_PRSD206,愤怒
IDS_PRSD206_FULL,愤怒
IDS_PRSD207,明斯克
IDS_PRSD207_FULL,明斯克
IDS_PRSD208,火力
IDS_PRSD208_FULL,火力
IDS_PRSD209,谨慎
IDS_PRSD209_FULL,谨慎
IDS_PRSD210,雷暴
IDS_PRSD210_FULL,雷暴
IDS_PRSD308,基辅
IDS_PRSD308_FULL,基辅
IDS_PRSD310,纳霍德卡
IDS_PRSD310_FULL,纳霍德卡
IDS_PRSD409,塔什干
IDS_PRSD409_FULL,塔什干
IDS_PRSD410,干练
IDS_PRSD410_FULL,干练
IDS_PRSD505,猎人
IDS_PRSD505_FULL,猎人
IDS_PRSD507,列宁格勒
IDS_PRSD507_FULL,列宁格勒
IDS_PRSD517,塔什干 1939
IDS_PRSD517_FULL,塔什干 1939
IDS_PRSD709,不惧
IDS_PRSD709_FULL,不惧
IDS_PRSD710,先进
IDS_PRSD710_FULL,先进
IDS_PRSD718,伶俐
IDS_PRSD718_FULL,伶俐
IDS_PRSD810,DD R-10
IDS_PRSD810_FULL,DD R-10
IDS_PRSD909,不惧 B
IDS_PRSD909_FULL,不惧 B
IDS_PRSD910,[雷暴]
IDS_PRSD910_FULL,[雷暴]
IDS_PRSD919,AL 塔什干
IDS_PRSD919_FULL,AL 塔什干
IDS_PRSS106,S-1
IDS_PRSS106_FULL,S-1
IDS_PRSS108,L-20
IDS_PRSS108_FULL,L-20
IDS_PRSS110,K-1
IDS_PRSS110_FULL,K-1
IDS_PRSS508,S-189
IDS_PRSS508_FULL,S-189
IDS_PRSS999,测试潜艇 1
IDS_PRSS999_FULL,测试潜艇 1
IDS_PRSX799,B-4
IDS_PSSB709,胜利
IDS_PSSB709_FULL,胜利
IDS_PSSB719,维多利亚
IDS_PSSB719_FULL,维多利亚
IDS_PSSC101,朱庇特
IDS_PSSC101_FULL,朱庇特
IDS_PSSC102,门德斯·努涅斯
IDS_PSSC102_FULL,门德斯·努涅斯
IDS_PSSC103,纳瓦拉
IDS_PSSC103_FULL,纳瓦拉
IDS_PSSC104,塞韦拉将军
IDS_PSSC104_FULL,塞韦拉将军
IDS_PSSC105,加利西亚
IDS_PSSC105_FULL,加利西亚
IDS_PSSC106,巴利阿里
IDS_PSSC106_FULL,巴利阿里
IDS_PSSC107,阿斯图里亚斯
IDS_PSSC107_FULL,阿斯图里亚斯
IDS_PSSC108,加泰罗尼亚
IDS_PSSC108_FULL,加泰罗尼亚
IDS_PSSC109,安达卢西亚
IDS_PSSC109_FULL,安达卢西亚
IDS_PSSC110,卡斯蒂利亚
IDS_PSSC110_FULL,卡斯蒂利亚
IDS_PSSC506,加那利
IDS_PSSC506_FULL,加那利
IDS_PSSC508,努曼西亚
IDS_PSSC508_FULL,努曼西亚
IDS_PSSC719,奥肯多将军
IDS_PSSC719_FULL,奥肯多将军
IDS_PSSD510,阿尔瓦罗·德·巴赞
IDS_PSSD510_FULL,阿尔瓦罗·德·巴赞
IDS_PUSB507,育空
IDS_PUSB507_FULL,育空
IDS_PUSB710,无阻
IDS_PUSB710_FULL,无阻
IDS_PUSC001,萨特莱杰河
IDS_PUSC001_FULL,萨特莱杰河
IDS_PUSC010,刻耳柏洛斯
IDS_PUSC010_FULL,刻耳柏洛斯
IDS_PUSC012,杰克逊港
IDS_PUSC012_FULL,杰克逊港
IDS_PUSC013,卡拉多克
IDS_PUSC013_FULL,卡拉多克
IDS_PUSC014,达尼丁
IDS_PUSC014_FULL,达尼丁
IDS_PUSC015,德里
IDS_PUSC015_FULL,德里
IDS_PUSC016,霍巴特
IDS_PUSC016_FULL,霍巴特
IDS_PUSC017,乌干达
IDS_PUSC017_FULL,乌干达
IDS_PUSC018,奥克兰
IDS_PUSC018_FULL,奥克兰
IDS_PUSC019,遭遇
IDS_PUSC019_FULL,遭遇
IDS_PUSC025,红堡
IDS_PUSC025_FULL,红堡
IDS_PUSC506,珀斯
IDS_PUSC506_FULL,珀斯
IDS_PUSC509,赫克托
IDS_PUSC509_FULL,赫克托
IDS_PUSC510,布里斯班
IDS_PUSC510_FULL,布里斯班
IDS_PUSC516,迈索尔
IDS_PUSC516_FULL,迈索尔
IDS_PUSC710,先驱
IDS_PUSC710_FULL,先驱
IDS_PUSC717,冈比亚
IDS_PUSC717_FULL,冈比亚
IDS_PUSC810,布里斯班 B
IDS_PUSC810_FULL,布里斯班 B
IDS_PUSC997,冈比亚河
IDS_PUSC997_FULL,冈比亚河
IDS_PUSD503,吸血鬼
IDS_PUSD503_FULL,吸血鬼
IDS_PUSD507,海达人
IDS_PUSD507_FULL,海达人
IDS_PUSD510,吸血鬼 II
IDS_PUSD510_FULL,吸血鬼 II
IDS_PUSD517,休伦人
IDS_PUSD517_FULL,休伦人
IDS_PUSD709,卡尤加
IDS_PUSD709_FULL,卡尤加
IDS_PVSA710,独立
IDS_PVSA710_FULL,独立
IDS_PVSB010,自由
IDS_PVSB010_FULL,自由
IDS_PVSB018,伊皮兰加
IDS_PVSB018_FULL,伊皮兰加
IDS_PVSB019,安第斯
IDS_PVSB019_FULL,安第斯
IDS_PVSB505,里约热内卢
IDS_PVSB505_FULL,里约热内卢
IDS_PVSB508,大西洋
IDS_PVSB508_FULL,大西洋
IDS_PVSB710,九月七日
IDS_PVSB710_FULL,九月七日
IDS_PVSB719,瓦尔帕莱索
IDS_PVSB719_FULL,瓦尔帕莱索
IDS_PVSB720,佩雷斯·加西图阿
IDS_PVSB720_FULL,佩雷斯·加西图阿将军
IDS_PVSB990,科莫多鲁
IDS_PVSB990_FULL,科莫多鲁
IDS_PVSB999,科迪勒拉
IDS_PVSB999_FULL,科迪勒拉
IDS_PVSC101,赫丘利
IDS_PVSC101_FULL,赫丘利
IDS_PVSC102,巴罗索将军
IDS_PVSC102_FULL,巴罗索将军
IDS_PVSC103,V·格雷罗
IDS_PVSC103_FULL,比森特·格雷罗
IDS_PVSC104,科尔多瓦
IDS_PVSC104_FULL,科尔多瓦
IDS_PVSC105,阿根廷
IDS_PVSC105_FULL,阿根廷
IDS_PVSC106,科克伦将军
IDS_PVSC106_FULL,科克伦将军
IDS_PVSC107,博洛涅西上校
IDS_PVSC107_FULL,博洛涅西上校
IDS_PVSC108,I·阿连德
IDS_PVSC108_FULL,伊格纳西奥·阿连德
IDS_PVSC109,桑坦德
IDS_PVSC109_FULL,桑坦德
IDS_PVSC110,圣马丁
IDS_PVSC110_FULL,圣马丁
IDS_PVSC502,阿布雷乌将军
IDS_PVSC502_FULL,阿布雷乌将军
IDS_PVSC507,七月九日
IDS_PVSC507_FULL,七月九日
IDS_PVSC508,格劳将军
IDS_PVSC508_FULL,格劳将军
IDS_PVSC708,阿吉雷长官
IDS_PVSC708_FULL,阿吉雷长官
IDS_PVSC710,伊里萨尔将军
IDS_PVSC710_FULL,伊里萨尔将军
IDS_PVSD010,七月二十日
IDS_PVSD010_FULL,七月二十日
IDS_PVSD013,比利亚尔将军
IDS_PVSD013_FULL,比利亚尔将军
IDS_PVSD014,塞拉诺
IDS_PVSD014_FULL,塞拉诺
IDS_PVSD015,安蒂奥基亚
IDS_PVSD015_FULL,安蒂奥基亚
IDS_PVSD016,塞万提斯
IDS_PVSD016_FULL,塞万提斯
IDS_PVSD017,马西利奥·迪亚斯
IDS_PVSD017_FULL,马西利奥·迪亚斯
IDS_PVSD018,夸乌特莫克
IDS_PVSD018_FULL,夸乌特莫克
IDS_PVSD019,新埃斯帕塔
IDS_PVSD019_FULL,新埃斯帕塔
IDS_PVSD506,茹鲁阿
IDS_PVSD506_FULL,茹鲁阿
IDS_PVSD710,拉潘帕
IDS_PVSD710_FULL,拉潘帕
IDS_PWSB010,托尔
IDS_PWSB010_FULL,托尔
IDS_PWSB014,冷酷者
IDS_PWSB014_FULL,冷酷者苏丹塞利姆
IDS_PWSB015,特格特霍夫
IDS_PWSB015_FULL,特格特霍夫
IDS_PWSB016,劳东
IDS_PWSB016_FULL,劳东
IDS_PWSB017,希俄斯
IDS_PWSB017_FULL,希俄斯
IDS_PWSB018,众志
IDS_PWSB018_FULL,众志
IDS_PWSB019,古斯塔夫大帝
IDS_PWSB019_FULL,古斯塔夫大帝
IDS_PWSB504,联合力量
IDS_PWSB504_FULL,联合力量
IDS_PWSB509,卡尔十四世·约翰
IDS_PWSB509_FULL,卡尔十四世·约翰
IDS_PWSB707,卢格杜努姆
IDS_PWSB707_FULL,卢格杜努姆
IDS_PWSB718,图尔古特·雷斯
IDS_PWSB718_FULL,图尔古特·雷斯
IDS_PWSB719,尼奥尔德
IDS_PWSB719_FULL,尼奥尔德
IDS_PWSB909,卡尔十四世·约翰 B
IDS_PWSB909_FULL,卡尔十四世·约翰 B
IDS_PWSC101,狮鹫
IDS_PWSC101_FULL,狮鹫
IDS_PWSC506,埃利
IDS_PWSC506_FULL,埃利
IDS_PWSC710,斯维亚
IDS_PWSC710_FULL,斯维亚
IDS_PWSC718,卡罗尔一世国王
IDS_PWSC718_FULL,卡罗尔一世国王
IDS_PWSD102,塔特拉
IDS_PWSD102_FULL,塔特拉
IDS_PWSD103,罗慕路斯
IDS_PWSD103_FULL,罗慕路斯
IDS_PWSD104,克拉斯·霍恩
IDS_PWSD104_FULL,克拉斯·霍恩
IDS_PWSD105,维斯比
IDS_PWSD105_FULL,维斯比
IDS_PWSD106,韦斯特罗斯
IDS_PWSD106_FULL,韦斯特罗斯
IDS_PWSD107,斯科讷
IDS_PWSD107_FULL,斯科讷
IDS_PWSD108,厄兰
IDS_PWSD108_FULL,厄兰
IDS_PWSD109,东约特兰
IDS_PWSD109_FULL,东约特兰
IDS_PWSD110,哈兰
IDS_PWSD110_FULL,哈兰
IDS_PWSD111,达拉纳
IDS_PWSD111_FULL,达拉纳
IDS_PWSD205,支援
IDS_PWSD205_FULL,支援
IDS_PWSD206,斯图尔
IDS_PWSD206_FULL,斯图尔
IDS_PWSD207,雷霆
IDS_PWSD207_FULL,雷霆
IDS_PWSD208,斯普利特
IDS_PWSD208_FULL,斯普利特
IDS_PWSD209,L·卡措尼斯
IDS_PWSD209_FULL,兰布罗斯·卡措尼斯
IDS_PWSD210,格但斯克
IDS_PWSD210_FULL,格但斯克
IDS_PWSD501,闪电
IDS_PWSD501_FULL,闪电
IDS_PWSD508,风暴
IDS_PWSD508_FULL,风暴
IDS_PWSD509,箭
IDS_PWSD509_FULL,箭
IDS_PWSD510,弗里斯兰
IDS_PWSD510_FULL,弗里斯兰
IDS_PWSD519,猎兵
IDS_PWSD519_FULL,猎兵
IDS_PWSD610,斯莫兰
IDS_PWSD610_FULL,斯莫兰
IDS_PWSD705,卡尔马
IDS_PWSD705_FULL,卡尔马
IDS_PWSD708,闪电 1944
IDS_PWSD708_FULL,闪电 1944
IDS_PWSD710,朗纳尔
IDS_PWSD710_FULL,朗纳尔
IDS_PWSD717,斯图尔 1943
IDS_PWSD717_FULL,斯图尔 1943
IDS_PWSD719,闪电 1952
IDS_PWSD719_FULL,闪电 1952
IDS_PWSD907,猩红风暴
IDS_PWSD907_FULL,猩红风暴
IDS_PWSD910,拉普兰
IDS_PWSD910_FULL,拉普兰
IDS_PWSD920,惊雷卷地
IDS_PWSD920_FULL,惊雷卷地
IDS_PWSD990,南曼兰
IDS_PWSD990_FULL,南曼兰
IDS_PXSA001,德国空军
IDS_PXSA002,航空部队
IDS_PXSA002_FULL,航空母舰
IDS_PXSA003,诺比利
IDS_PXSA003_FULL,诺比利
IDS_PXSA004,巨大戈尔贡
IDS_PXSA004_FULL,巨大戈尔贡
IDS_PXSA005,地狱航母
IDS_PXSA005_FULL,外太空港地狱航母
IDS_PXSA008,进取号-D
IDS_PXSA008_FULL,进取号-D
IDS_PXSA010,遗产
IDS_PXSA010_FULL,遗产
IDS_PXSA807,游骑兵
IDS_PXSA807_FULL,游骑兵
IDS_PXSB001,豺狼
IDS_PXSB001_FULL,豺狼
IDS_PXSB002,拉斯普京
IDS_PXSB002_FULL,拉斯普京
IDS_PXSB003,范海辛
IDS_PXSB003_FULL,范海辛
IDS_PXSB004,马格努-S
IDS_PXSB004_FULL,马格努-S
IDS_PXSB005,瓦尔加斯
IDS_PXSB005_FULL,瓦尔加斯
IDS_PXSB006,自由卫士
IDS_PXSB006_FULL,自由卫士
IDS_PXSB007,万象陨灭
IDS_PXSB007_FULL,万象陨灭
IDS_PXSB008,利维坦
IDS_PXSB008_FULL,利维坦
IDS_PXSB009,仿生蝎
IDS_PXSB009_FULL,仿生蝎
IDS_PXSB010,独行者
IDS_PXSB010_FULL,独行者
IDS_PXSB011,恐鳄
IDS_PXSB011_FULL,恐鳄
IDS_PXSB015,龙虾眼
IDS_PXSB015_FULL,龙虾眼
IDS_PXSB016,博格同化者-1
IDS_PXSB016_FULL,博格同化者-1
IDS_PXSB017,博格干扰者-1
IDS_PXSB017_FULL,博格干扰者-1
IDS_PXSB027,特帕
IDS_PXSB027_FULL,特帕
IDS_PXSB030,歼灭者
IDS_PXSB030_FULL,歼灭者
IDS_PXSB053,女武神
IDS_PXSB053_FULL,女武神
IDS_PXSB054,新生
IDS_PXSB054_FULL,新生
IDS_PXSB055,未来主义 M
IDS_PXSB055_FULL,未来主义 M
IDS_PXSB056,未来主义
IDS_PXSB056_FULL,未来主义
IDS_PXSB101,复仇者
IDS_PXSB101_FULL,复仇者
IDS_PXSB103,赫拉克勒斯
IDS_PXSB103_FULL,赫拉克勒斯
IDS_PXSB504,嘎嘎鸭
IDS_PXSB504_FULL,嘎嘎鸭
IDS_PXSB506,机·器·鸭
IDS_PXSB506_FULL,机·器·鸭
IDS_PXSC001,伊戈尔
IDS_PXSC001_FULL,伊戈尔
IDS_PXSC002,圣甲虫
IDS_PXSC002_FULL,圣甲虫
IDS_PXSC003,苏亚托扎
IDS_PXSC003_FULL,苏亚托扎
IDS_PXSC004,银河
IDS_PXSC004_FULL,银河
IDS_PXSC005,扎雅
IDS_PXSC005_FULL,扎雅
IDS_PXSC006,诺玛
IDS_PXSC006_FULL,诺玛
IDS_PXSC007,极光
IDS_PXSC007_FULL,极光
IDS_PXSC009,八爪鱼
IDS_PXSC009_FULL,八爪鱼
IDS_PXSC010,世纪之鹰
IDS_PXSC010_FULL,世纪之鹰
IDS_PXSC011,仿生章鱼
IDS_PXSC011_FULL,仿生章鱼
IDS_PXSC012,锈夜
IDS_PXSC012_FULL,锈夜
IDS_PXSC013,化石
IDS_PXSC013_FULL,化石
IDS_PXSC016,桑里奇
IDS_PXSC016_FULL,桑里奇
IDS_PXSC027,猛禽舰
IDS_PXSC027_FULL,猛禽舰
IDS_PXSC050,时序航母
IDS_PXSC050_FULL,时序航母
IDS_PXSC051,幽灵
IDS_PXSC051_FULL,幽灵
IDS_PXSC052,秃鹰 M
IDS_PXSC052_FULL,秃鹰 M
IDS_PXSC057,秃鹰
IDS_PXSC057_FULL,秃鹰
IDS_PXSC101,女武神
IDS_PXSC101_FULL,女武神
IDS_PXSC102,狂风
IDS_PXSC102_FULL,狂风
IDS_PXSC121,博格同化者-2
IDS_PXSC121_FULL,博格同化者-2
IDS_PXSC122,博格干扰者-2
IDS_PXSC122_FULL,博格干扰者-2
IDS_PXSC123,无畏
IDS_PXSC123_FULL,无畏
IDS_PXSC501,L·麦可嘎嘎
IDS_PXSC501_FULL,路易吉·麦可嘎嘎
IDS_PXSC502,风吕
IDS_PXSC502_FULL,风吕
IDS_PXSC503,战舰
IDS_PXSD001,布莱德
IDS_PXSD001_FULL,布莱德
IDS_PXSD002,食尸鬼
IDS_PXSD002_FULL,食尸鬼
IDS_PXSD003,浦岛
IDS_PXSD003_FULL,浦岛
IDS_PXSD004,翔空烈焰
IDS_PXSD004_FULL,翔空烈焰
IDS_PXSD005,翠蓝行星
IDS_PXSD005_FULL,翠蓝行星
IDS_PXSD007,摩托艇
IDS_PXSD008,铁鼠
