键值(key),翻译(msgstr)
IDS_PJSD107,Akatsuki
IDS_PJSD107_FULL,Akatsuki
IDS_PJSD108,Akizuki
IDS_PJSD108_FULL,Akizuki
IDS_PJSD111,Yamagiri
IDS_PJSD111_FULL,Yamagiri
IDS_PJSD206,Hatsuharu
IDS_PJSD206_FULL,Hatsuharu
IDS_PJSD207,Shiratsuyu
IDS_PJSD207_FULL,Shiratsuyu
IDS_PJSD208,Kagerō
IDS_PJSD208_FULL,Kagerō
IDS_PJSD209,Yūgumo
IDS_PJSD209_FULL,Yūgumo
IDS_PJSD210,Harugumo
IDS_PJSD210_FULL,Harugumo
IDS_PJSD219,Kitakaze
IDS_PJSD219_FULL,Kitakaze
IDS_PJSD503,Disabled: Isokaze
IDS_PJSD503_FULL,Disabled: Isokaze
IDS_PJSD504,Disabled: Minekaze
IDS_PJSD504_FULL,Disabled: Minekaze
IDS_PJSD507,Yūdachi
IDS_PJSD507_FULL,Yūdachi
IDS_PJSD510,Hayate
IDS_PJSD510_FULL,Hayate
IDS_PJSD518,Asashio
IDS_PJSD518_FULL,Asashio
IDS_PJSD528,HSF Harekaze II
IDS_PJSD528_FULL,HSF Harekaze II
IDS_PJSD596,Shinonome B
IDS_PJSD596_FULL,Shinonome B
IDS_PJSD598,Asashio B
IDS_PJSD598_FULL,Asashio B
IDS_PJSD706,Shinonome
IDS_PJSD706_FULL,Shinonome
IDS_PJSD708,HSF Harekaze
IDS_PJSD708_FULL,HSF Harekaze
IDS_PJSD710,Fuyutsuki
IDS_PJSD710_FULL,Fuyutsuki
IDS_PJSD718,AL Yukikaze
IDS_PJSD718_FULL,AL Yukikaze
IDS_PJSD719,Minegumo
IDS_PJSD719_FULL,Minegumo
IDS_PJSD728,Shigure
IDS_PJSD728_FULL,Shigure
IDS_PJSD803,Isokaze
IDS_PJSD889,STAR Kitakaze
IDS_PJSD889_FULL,STAR Kitakaze
IDS_PJSD890,AL Shimakaze
IDS_PJSD890_FULL,AL Shimakaze
IDS_PJSD891,Yamagiri +
IDS_PJSD891_FULL,Yamagiri +
IDS_PJSD912,[Shimakaze]
IDS_PJSD912_FULL,[Shimakaze]
IDS_PJSS508,I-58
IDS_PJSS508_FULL,I-58
IDS_PJSS518,I-56
IDS_PJSS518_FULL,I-56
IDS_PJSS528,I-54
IDS_PJSS528_FULL,I-54
IDS_PJSS720,I-56 '44
IDS_PJSS720_FULL,I-56 '44
IDS_PJSS820,BA Arona's Whale
IDS_PJSS820_FULL,BA Arona's Whale
IDS_PJSX701,ARP I-401
IDS_PJSX701_FULL,ARP I-401
IDS_PJSX702,ARP I-401
IDS_PJSX702_FULL,ARP I-401
IDS_PJSX799,707R
IDS_PRSA104,Komsomolets
IDS_PRSA104_FULL,Komsomolets
IDS_PRSA106,Serov
IDS_PRSA106_FULL,Serov
IDS_PRSA108,Pobeda
IDS_PRSA108_FULL,Pobeda
IDS_PRSA110,Nakhimov
IDS_PRSA110_FULL,Admiral Nakhimov
IDS_PRSA508,Chkalov
IDS_PRSA508_FULL,Chkalov
IDS_PRSA598,Chkalov B
IDS_PRSA598_FULL,Chkalov B
IDS_PRSA990,Orlov
IDS_PRSA990_FULL,Admiral Orlov
IDS_PRSB001,Nikolai I
IDS_PRSB001_FULL,Imperator Nikolai I
IDS_PRSB103,Knyaz Suvorov
IDS_PRSB103_FULL,Knyaz Suvorov
IDS_PRSB104,Gangut
IDS_PRSB104_FULL,Gangut
IDS_PRSB105,Pyotr Velikiy
IDS_PRSB105_FULL,Pyotr Velikiy
IDS_PRSB106,Izmail
IDS_PRSB106_FULL,Izmail
IDS_PRSB107,Sinop
IDS_PRSB107_FULL,Sinop
IDS_PRSB108,Vladivostok
IDS_PRSB108_FULL,Vladivostok
IDS_PRSB109,Sov. Soyuz
IDS_PRSB109_FULL,Sovetsky Soyuz
IDS_PRSB110,Kremlin
IDS_PRSB110_FULL,Kremlin
IDS_PRSB111,Ushakov
IDS_PRSB111_FULL,Admiral Ushakov
IDS_PRSB505,Okt. Revolutsiya
IDS_PRSB505_FULL,Oktyabrskaya Revolutsiya
IDS_PRSB508,Poltava
IDS_PRSB508_FULL,Poltava
IDS_PRSB509,Navarin
IDS_PRSB509_FULL,Navarin
IDS_PRSB510,Slava
IDS_PRSB510_FULL,Slava
IDS_PRSB516,Novorossiysk
IDS_PRSB516_FULL,Novorossiysk
IDS_PRSB518,Lenin
IDS_PRSB518_FULL,Lenin
IDS_PRSB528,Borodino
IDS_PRSB528_FULL,Borodino
IDS_PRSB538,V. I. Lenin
IDS_PRSB538_FULL,V. I. Lenin
IDS_PRSB709,AL Sov. Rossiya
IDS_PRSB709_FULL,AL Sov. Rossiya
IDS_PRSB710,Sibir
IDS_PRSB710_FULL,Sibir
IDS_PRSB717,Arkhangelsk
IDS_PRSB717_FULL,Arkhangelsk
IDS_PRSB719,Zarya S.
IDS_PRSB719_FULL,Zarya Svobody
IDS_PRSB818,Borodino TE
IDS_PRSB818_FULL,Borodino TE
IDS_PRSB819,BA Hovercraft
IDS_PRSB819_FULL,BA Hovercraft
IDS_PRSB909,Mahtaga
IDS_PRSB909_FULL,Mahtaga
IDS_PRSC001,Aurora
IDS_PRSC001_FULL,Aurora
IDS_PRSC002,Diana
IDS_PRSC002_FULL,Diana
IDS_PRSC003,Murmansk
IDS_PRSC003_FULL,Murmansk
IDS_PRSC010,Diana L
IDS_PRSC010_FULL,Diana Lima
IDS_PRSC101,Orlan
IDS_PRSC101_FULL,Orlan
IDS_PRSC102,Novik
IDS_PRSC102_FULL,Novik
IDS_PRSC103,Bogatyr
IDS_PRSC103_FULL,Bogatyr
IDS_PRSC104,Svietlana
IDS_PRSC104_FULL,Svietlana
IDS_PRSC105,Kirov (OLD)
IDS_PRSC105_FULL,Kirov (< 10.06.2020)
IDS_PRSC106,Budyonny
IDS_PRSC106_FULL,Budyonny
IDS_PRSC107,Shchors
IDS_PRSC107_FULL,Shchors
IDS_PRSC108,Chapayev
IDS_PRSC108_FULL,Chapayev
IDS_PRSC109,Dm. Donskoi
IDS_PRSC109_FULL,Dmitri Donskoi
IDS_PRSC110,Moskva
IDS_PRSC110_FULL,Moskva
IDS_PRSC111,Novosibirsk
IDS_PRSC111_FULL,Novosibirsk
IDS_PRSC208,Tallinn
IDS_PRSC208_FULL,Tallinn
IDS_PRSC209,Riga
IDS_PRSC209_FULL,Riga
IDS_PRSC210,A. Nevsky
IDS_PRSC210_FULL,Alexander Nevsky
IDS_PRSC215,Kotovsky
IDS_PRSC215_FULL,Kotovsky
IDS_PRSC310,Petropavlovsk
IDS_PRSC310_FULL,Petropavlovsk
IDS_PRSC503,Oleg
IDS_PRSC503_FULL,Oleg
IDS_PRSC505,Krasny Krym
IDS_PRSC505_FULL,Krasny Krym
IDS_PRSC506,Molotov
IDS_PRSC506_FULL,Molotov
IDS_PRSC508,Kutuzov
IDS_PRSC508_FULL,Mikhail Kutuzov
IDS_PRSC509,Kronshtadt
IDS_PRSC509_FULL,Kronshtadt
IDS_PRSC510,Stalingrad
IDS_PRSC510_FULL,Stalingrad
IDS_PRSC513,Varyag
IDS_PRSC513_FULL,Varyag
IDS_PRSC515,Mikoyan
IDS_PRSC515_FULL,Mikoyan
IDS_PRSC518,Lazo
IDS_PRSC518_FULL,Lazo
IDS_PRSC520,STALINGRAD #2
IDS_PRSC520_FULL,STALINGRAD #2
IDS_PRSC523,AL Avrora
IDS_PRSC523_FULL,AL Avrora
IDS_PRSC525,Kirov
IDS_PRSC525_FULL,Kirov
IDS_PRSC528,Ochakov
IDS_PRSC528_FULL,Ochakov
IDS_PRSC530,Smolensk B
IDS_PRSC530_FULL,Smolensk B
IDS_PRSC538,P. Bagration
IDS_PRSC538_FULL,Pyotr Bagration
IDS_PRSC548,Bagration
IDS_PRSC548_FULL,Bagration
IDS_PRSC558,D. Pozharsky
IDS_PRSC558_FULL,Dmitry Pozharsky
IDS_PRSC568,Lazo B
IDS_PRSC568_FULL,Lazo B
IDS_PRSC606,Makarov
IDS_PRSC606_FULL,Admiral Makarov
IDS_PRSC610,Smolensk
IDS_PRSC610_FULL,Smolensk
IDS_PRSC709,Vyazma
IDS_PRSC709_FULL,Vyazma
IDS_PRSC710,Sevastopol
IDS_PRSC710_FULL,Sevastopol
IDS_PRSC719,Kozma Minin
IDS_PRSC719_FULL,Kozma Minin
IDS_PRSC810,Komissar
IDS_PRSC810_FULL,Komissar
IDS_PRSC818,Kiberpankov
IDS_PRSC818_FULL,Kiberpankov
IDS_PRSC910,[Moskva]
IDS_PRSC910_FULL,[Moskva]
IDS_PRSC920,PTRPVLSK
IDS_PRSC920_FULL,PTRPVLSK
IDS_PRSC980,V. Monomakh
IDS_PRSC980_FULL,Vladimir Monomakh
IDS_PRSC990,Petrozavodsk
IDS_PRSC990_FULL,Petrozavodsk
IDS_PRSC999,Test Ship
IDS_PRSC999_FULL,Test Ship
IDS_PRSD001,Gremyashchy
IDS_PRSD001_FULL,Gremyashchy
IDS_PRSD102,Storozhevoi
IDS_PRSD102_FULL,Storozhevoi
IDS_PRSD103,Derzki
IDS_PRSD103_FULL,Derzki
IDS_PRSD104,Izyaslav
IDS_PRSD104_FULL,Izyaslav
IDS_PRSD105,Gnevny (OLD)
IDS_PRSD105_FULL,Gnevny (< 06.03.2017)
IDS_PRSD106,Ognevoi (OLD)
IDS_PRSD106_FULL,Ognevoi (< 06.03.2017)
IDS_PRSD107,Udaloi
IDS_PRSD107_FULL,Udaloi
IDS_PRSD108,Tashkent (OLD)
IDS_PRSD108_FULL,Tashkent (< 06.03.2017)
IDS_PRSD109,Kiev (OLD)
IDS_PRSD109_FULL,Kiev (< 06.03.2017)
IDS_PRSD110,Khabarovsk
IDS_PRSD110_FULL,Khabarovsk
IDS_PRSD111,Zorkiy
IDS_PRSD111_FULL,Zorkiy
IDS_PRSD205,Podvoisky
IDS_PRSD205_FULL,Podvoisky
IDS_PRSD206,Gnevny
IDS_PRSD206_FULL,Gnevny
IDS_PRSD207,Minsk
IDS_PRSD207_FULL,Minsk
IDS_PRSD208,Ognevoi
IDS_PRSD208_FULL,Ognevoi
IDS_PRSD209,Osmotritelny
IDS_PRSD209_FULL,Osmotritelny
IDS_PRSD210,Grozovoi
IDS_PRSD210_FULL,Grozovoi
IDS_PRSD308,Kiev
IDS_PRSD308_FULL,Kiev
IDS_PRSD310,Nakhodka
IDS_PRSD310_FULL,Nakhodka
IDS_PRSD409,Tashkent
IDS_PRSD409_FULL,Tashkent
IDS_PRSD410,Delny
IDS_PRSD410_FULL,Delny
IDS_PRSD505,Okhotnik
IDS_PRSD505_FULL,Okhotnik
IDS_PRSD507,Leningrad
IDS_PRSD507_FULL,Leningrad
IDS_PRSD517,Tashkent '39
IDS_PRSD517_FULL,Tashkent '39
IDS_PRSD709,Neustrashimy
IDS_PRSD709_FULL,Neustrashimy
IDS_PRSD710,Peredovoy
IDS_PRSD710_FULL,Peredovoy
IDS_PRSD718,Provorny
IDS_PRSD718_FULL,Provorny
IDS_PRSD810,DD R-10
IDS_PRSD810_FULL,DD R-10
IDS_PRSD909,Neustrashimy B
IDS_PRSD909_FULL,Neustrashimy B
IDS_PRSD910,[Grozovoi]
IDS_PRSD910_FULL,[Grozovoi]
IDS_PRSD919,AL Tashkent
IDS_PRSD919_FULL,AL Tashkent
IDS_PRSS106,S-1
IDS_PRSS106_FULL,S-1
IDS_PRSS108,L-20
IDS_PRSS108_FULL,L-20
IDS_PRSS110,K-1
IDS_PRSS110_FULL,K-1
IDS_PRSS508,S-189
IDS_PRSS508_FULL,S-189
IDS_PRSS999,Test Sub 1
IDS_PRSS999_FULL,Test Sub 1
IDS_PRSX799,B-4
IDS_PSSB709,Triunfante
IDS_PSSB709_FULL,Triunfante
IDS_PSSB719,Victoria
IDS_PSSB719_FULL,Victoria
IDS_PSSC101,Júpiter
IDS_PSSC101_FULL,Júpiter
IDS_PSSC102,Méndez Núñez
IDS_PSSC102_FULL,Méndez Núñez
IDS_PSSC103,Navarra
IDS_PSSC103_FULL,Navarra
IDS_PSSC104,Almte. Cervera
IDS_PSSC104_FULL,Almirante Cervera
IDS_PSSC105,Galicia
IDS_PSSC105_FULL,Galicia
IDS_PSSC106,Baleares
IDS_PSSC106_FULL,Baleares
IDS_PSSC107,Asturias
IDS_PSSC107_FULL,Asturias
IDS_PSSC108,Cataluña
IDS_PSSC108_FULL,Cataluña
IDS_PSSC109,Andalucía
IDS_PSSC109_FULL,Andalucía
IDS_PSSC110,Castilla
IDS_PSSC110_FULL,Castilla
IDS_PSSC506,Canarias
IDS_PSSC506_FULL,Canarias
IDS_PSSC508,Numancia
IDS_PSSC508_FULL,Numancia
IDS_PSSC719,Almte. Oquendo
IDS_PSSC719_FULL,Almirante Oquendo
IDS_PSSD510,Álvaro de Bazán
IDS_PSSD510_FULL,Álvaro de Bazán
IDS_PUSB507,Yukon
IDS_PUSB507_FULL,Yukon
IDS_PUSB710,Irresistible
IDS_PUSB710_FULL,Irresistible
IDS_PUSC001,Sutlej
IDS_PUSC001_FULL,Sutlej
IDS_PUSC010,Cerberus
IDS_PUSC010_FULL,Cerberus
IDS_PUSC012,Port Jackson
IDS_PUSC012_FULL,Port Jackson
IDS_PUSC013,Caradoc
IDS_PUSC013_FULL,Caradoc
IDS_PUSC014,Dunedin
IDS_PUSC014_FULL,Dunedin
IDS_PUSC015,Delhi
IDS_PUSC015_FULL,Delhi
IDS_PUSC016,Hobart
IDS_PUSC016_FULL,Hobart
IDS_PUSC017,Uganda
IDS_PUSC017_FULL,Uganda
IDS_PUSC018,Auckland
IDS_PUSC018_FULL,Auckland
IDS_PUSC019,Encounter
IDS_PUSC019_FULL,Encounter
IDS_PUSC025,Red Fort
IDS_PUSC025_FULL,Red Fort
IDS_PUSC506,Perth
IDS_PUSC506_FULL,Perth
IDS_PUSC509,Hector
IDS_PUSC509_FULL,Hector
IDS_PUSC510,Brisbane
IDS_PUSC510_FULL,Brisbane
IDS_PUSC516,Mysore
IDS_PUSC516_FULL,Mysore
IDS_PUSC710,Pioneer
IDS_PUSC710_FULL,Pioneer
IDS_PUSC717,Gambia
IDS_PUSC717_FULL,Gambia
IDS_PUSC810,Brisbane B
IDS_PUSC810_FULL,Brisbane B
IDS_PUSC997,River Gambra
IDS_PUSC997_FULL,River Gambra
IDS_PUSD503,Vampire
IDS_PUSD503_FULL,Vampire
IDS_PUSD507,Haida
IDS_PUSD507_FULL,Haida
IDS_PUSD510,Vampire II
IDS_PUSD510_FULL,Vampire II
IDS_PUSD517,Huron
IDS_PUSD517_FULL,Huron
IDS_PUSD709,Cayuga
IDS_PUSD709_FULL,Cayuga
IDS_PVSA710,Independencia
IDS_PVSA710_FULL,Independencia
IDS_PVSB010,Libertad
IDS_PVSB010_FULL,Libertad
IDS_PVSB018,Ipiranga
IDS_PVSB018_FULL,Ipiranga
IDS_PVSB019,Los Andes
IDS_PVSB019_FULL,Los Andes
IDS_PVSB505,Rio de Janeiro
IDS_PVSB505_FULL,Rio de Janeiro
IDS_PVSB508,Atlântico
IDS_PVSB508_FULL,Atlântico
IDS_PVSB710,Sete de Setembro
IDS_PVSB710_FULL,Sete de Setembro
IDS_PVSB719,Valparaíso
IDS_PVSB719_FULL,Valparaíso
IDS_PVSB720,Pérez Gacitúa
IDS_PVSB720_FULL,Almirante Pérez Gacitúa
IDS_PVSB990,Comodoro
IDS_PVSB990_FULL,Comodoro
IDS_PVSB999,Cordillera
IDS_PVSB999_FULL,Cordillera
IDS_PVSC101,Hércules
IDS_PVSC101_FULL,Hércules
IDS_PVSC102,Alm. Barroso
IDS_PVSC102_FULL,Almirante Barroso
IDS_PVSC103,V. Guerrero
IDS_PVSC103_FULL,Vicente Guerrero
IDS_PVSC104,Córdoba
IDS_PVSC104_FULL,Córdoba
IDS_PVSC105,La Argentina
IDS_PVSC105_FULL,La Argentina
IDS_PVSC106,Almte. Cochrane
IDS_PVSC106_FULL,Almirante Cochrane
IDS_PVSC107,Cnel. Bolognesi
IDS_PVSC107_FULL,Coronel Bolognesi
IDS_PVSC108,I. Allende
IDS_PVSC108_FULL,Ignacio Allende
IDS_PVSC109,Santander
IDS_PVSC109_FULL,Santander
IDS_PVSC110,San Martín
IDS_PVSC110_FULL,San Martín
IDS_PVSC502,Alm. Abreu
IDS_PVSC502_FULL,Almirante Abreu
IDS_PVSC507,Nueve de Julio
IDS_PVSC507_FULL,Nueve de Julio
IDS_PVSC508,Almte. Grau
IDS_PVSC508_FULL,Almirante Grau
IDS_PVSC708,C. Aguirre
IDS_PVSC708_FULL,Comandante Aguirre
IDS_PVSC710,Almte. Irízar
IDS_PVSC710_FULL,Almirante Irízar
IDS_PVSD010,20 de Julio
IDS_PVSD010_FULL,20 de Julio
IDS_PVSD013,Almte. Villar
IDS_PVSD013_FULL,Almirante Villar
IDS_PVSD014,Serrano
IDS_PVSD014_FULL,Serrano
IDS_PVSD015,Antioquia
IDS_PVSD015_FULL,Antioquia
IDS_PVSD016,Cervantes
IDS_PVSD016_FULL,Cervantes
IDS_PVSD017,Marcílio Dias
IDS_PVSD017_FULL,Marcílio Dias
IDS_PVSD018,Cuauhtémoc
IDS_PVSD018_FULL,Cuauhtémoc
IDS_PVSD019,Nueva Esparta
IDS_PVSD019_FULL,Nueva Esparta
IDS_PVSD506,Juruá
IDS_PVSD506_FULL,Juruá
IDS_PVSD710,La Pampa
IDS_PVSD710_FULL,La Pampa
IDS_PWSB010,Thor
IDS_PWSB010_FULL,Thor
IDS_PWSB014,Yavuz
IDS_PWSB014_FULL,Yavuz Sultan Selim
IDS_PWSB015,Tegetthoff
IDS_PWSB015_FULL,Tegetthoff
IDS_PWSB016,Laudon
IDS_PWSB016_FULL,Laudon
IDS_PWSB017,Chios
IDS_PWSB017_FULL,Chios
IDS_PWSB018,Enigheten
IDS_PWSB018_FULL,Enigheten
IDS_PWSB019,Gustav den Store
IDS_PWSB019_FULL,Gustav den Store
IDS_PWSB504,Viribus Unitis
IDS_PWSB504_FULL,Viribus Unitis
IDS_PWSB509,Karl XIV Johan
IDS_PWSB509_FULL,Karl XIV Johan
IDS_PWSB707,Lugdunum
IDS_PWSB707_FULL,Lugdunum
IDS_PWSB718,Turgut Reis
IDS_PWSB718_FULL,Turgut Reis
IDS_PWSB719,Niord
IDS_PWSB719_FULL,Niord
IDS_PWSB909,Karl XIV Johan B
IDS_PWSB909_FULL,Karl XIV Johan B
IDS_PWSC101,Gryf
IDS_PWSC101_FULL,Gryf
IDS_PWSC506,Elli
IDS_PWSC506_FULL,Elli
IDS_PWSC710,Svea
IDS_PWSC710_FULL,Svea
IDS_PWSC718,Regele Carol I
IDS_PWSC718_FULL,Regele Carol I
IDS_PWSD102,Tátra
IDS_PWSD102_FULL,Tátra
IDS_PWSD103,Romulus
IDS_PWSD103_FULL,Romulus
IDS_PWSD104,Klas Horn
IDS_PWSD104_FULL,Klas Horn
IDS_PWSD105,Visby
IDS_PWSD105_FULL,Visby
IDS_PWSD106,Västerås
IDS_PWSD106_FULL,Västerås
IDS_PWSD107,Skåne
IDS_PWSD107_FULL,Skåne
IDS_PWSD108,Öland
IDS_PWSD108_FULL,Öland
IDS_PWSD109,Östergötland
IDS_PWSD109_FULL,Östergötland
IDS_PWSD110,Halland
IDS_PWSD110_FULL,Halland
IDS_PWSD111,Dalarna
IDS_PWSD111_FULL,Dalarna
IDS_PWSD205,Muavenet
IDS_PWSD205_FULL,Muavenet
IDS_PWSD206,Stord
IDS_PWSD206_FULL,Stord
IDS_PWSD207,Grom
IDS_PWSD207_FULL,Grom
IDS_PWSD208,Split
IDS_PWSD208_FULL,Split
IDS_PWSD209,L. Katsonis
IDS_PWSD209_FULL,Lambros Katsonis
IDS_PWSD210,Gdańsk
IDS_PWSD210_FULL,Gdańsk
IDS_PWSD501,Błyskawica
IDS_PWSD501_FULL,Błyskawica
IDS_PWSD508,Orkan
IDS_PWSD508_FULL,Orkan
IDS_PWSD509,Velos
IDS_PWSD509_FULL,Velos
IDS_PWSD510,Friesland
IDS_PWSD510_FULL,Friesland
IDS_PWSD519,Jäger
IDS_PWSD519_FULL,Jäger
IDS_PWSD610,Småland
IDS_PWSD610_FULL,Småland
IDS_PWSD705,Kalmar
IDS_PWSD705_FULL,Kalmar
IDS_PWSD708,Błyskawica '44
IDS_PWSD708_FULL,Błyskawica '44
IDS_PWSD710,Ragnar
IDS_PWSD710_FULL,Ragnar
IDS_PWSD717,Stord '43
IDS_PWSD717_FULL,Stord '43
IDS_PWSD719,Błyskawica '52
IDS_PWSD719_FULL,Błyskawica '52
IDS_PWSD907,Scarlet Storm
IDS_PWSD907_FULL,Scarlet Storm
IDS_PWSD910,Lappland
IDS_PWSD910_FULL,Lappland
IDS_PWSD920,Oväsen
IDS_PWSD920_FULL,Oväsen
IDS_PWSD990,Södermanland
IDS_PWSD990_FULL,Södermanland
IDS_PXSA001,Luftwaffe
IDS_PXSA002,Air Force
IDS_PXSA002_FULL,Aircraft Carrier
IDS_PXSA003,Nobilium
IDS_PXSA003_FULL,Nobilium
IDS_PXSA004,The Great Gorgon
IDS_PXSA004_FULL,The Great Gorgon
IDS_PXSA005,Hellcarrier
IDS_PXSA005_FULL,Spaceport Hellcarrier
IDS_PXSA008,ENTERPRISE-D
IDS_PXSA008_FULL,ENTERPRISE-D
IDS_PXSA010,Legacy
IDS_PXSA010_FULL,Legacy
IDS_PXSA807,Ranger
IDS_PXSA807_FULL,Ranger
IDS_PXSB001,Jackal
IDS_PXSB001_FULL,Jackal
IDS_PXSB002,Rasputin
IDS_PXSB002_FULL,Rasputin
IDS_PXSB003,Zikasa
IDS_PXSB003_FULL,Zikasa
IDS_PXSB004,Magnu-S
IDS_PXSB004_FULL,Magnu-S
IDS_PXSB005,Varg
IDS_PXSB005_FULL,Varg
IDS_PXSB006,Paris
IDS_PXSB006_FULL,Paris
IDS_PXSB007,Alldestroyer
IDS_PXSB007_FULL,Alldestroyer
IDS_PXSB008,Leviathan
IDS_PXSB008_FULL,Leviathan
IDS_PXSB009,Scorpioid
IDS_PXSB009_FULL,Scorpioid
IDS_PXSB010,Maverick
IDS_PXSB010_FULL,Maverick
IDS_PXSB011,Crocosaur
IDS_PXSB011_FULL,Crocosaur
IDS_PXSB015,Lobster-Eyed
IDS_PXSB015_FULL,Lobster-Eyed
IDS_PXSB016,Assimilator-1
IDS_PXSB016_FULL,Assimilator-1
IDS_PXSB017,Disruptor-1
IDS_PXSB017_FULL,Disruptor-1
IDS_PXSB027,T'PAU
IDS_PXSB027_FULL,T'PAU
IDS_PXSB030,Annihilator
IDS_PXSB030_FULL,Annihilator
IDS_PXSB053,Walküre
IDS_PXSB053_FULL,Walküre
IDS_PXSB054,Shinsei
IDS_PXSB054_FULL,Shinsei
IDS_PXSB055,Futurismo M
IDS_PXSB055_FULL,Futurismo M
IDS_PXSB056,Futurismo
IDS_PXSB056_FULL,Futurismo
IDS_PXSB101,Avenger
IDS_PXSB101_FULL,Avenger
IDS_PXSB103,Heracles 
IDS_PXSB103_FULL,Heracles 
IDS_PXSB504,Quackaducko
IDS_PXSB504_FULL,Quackaducko
IDS_PXSB506,D.U.C.K.
IDS_PXSB506_FULL,D.U.C.K.
IDS_PXSC001,Igor
IDS_PXSC001_FULL,Igor
IDS_PXSC002,Scarab
IDS_PXSC002_FULL,Scarab
IDS_PXSC003,Svyatozar
IDS_PXSC003_FULL,Svyatozar
IDS_PXSC004,Galaxy
IDS_PXSC004_FULL,Galaxy
IDS_PXSC005,Zaya
IDS_PXSC005_FULL,Zaya
IDS_PXSC006,Norma
IDS_PXSC006_FULL,Norma
IDS_PXSC007,Aurora
IDS_PXSC007_FULL,Aurora
IDS_PXSC009,Octopus
IDS_PXSC009_FULL,Octopus
IDS_PXSC010,Century Hawk
IDS_PXSC010_FULL,Century Hawk
IDS_PXSC011,Octodroid
IDS_PXSC011_FULL,Octodroid
IDS_PXSC012,Rust Nightfall
IDS_PXSC012_FULL,Rust Nightfall
IDS_PXSC013,Fossil
IDS_PXSC013_FULL,Fossil
IDS_PXSC016,Thornridge
IDS_PXSC016_FULL,Thornridge
IDS_PXSC027,TOQDUJ
IDS_PXSC027_FULL,TOQDUJ
IDS_PXSC050,Chronos Carrier
IDS_PXSC050_FULL,Chronos Carrier
IDS_PXSC051,Spectre
IDS_PXSC051_FULL,Spectre
IDS_PXSC052,Condor M
IDS_PXSC052_FULL,Condor M
IDS_PXSC057,Condor
IDS_PXSC057_FULL,Condor
IDS_PXSC101,Valkyrie
IDS_PXSC101_FULL,Valkyrie
IDS_PXSC102,Gale
IDS_PXSC102_FULL,Gale
IDS_PXSC121,Assimilator-2
IDS_PXSC121_FULL,Assimilator-2
IDS_PXSC122,Disruptor-2
IDS_PXSC122_FULL,Disruptor-2
IDS_PXSC123,Intrepid
IDS_PXSC123_FULL,Intrepid
IDS_PXSC501,L. McQuacci
IDS_PXSC501_FULL,Luigi McQuacci
IDS_PXSC502,Furo
IDS_PXSC502_FULL,Furo
IDS_PXSC503,Ship
IDS_PXSD001,Blade
IDS_PXSD001_FULL,Blade
IDS_PXSD002,Ghoul
IDS_PXSD002_FULL,Ghoul
IDS_PXSD003,Urashima
IDS_PXSD003_FULL,Urashima
IDS_PXSD004,FlyFire
IDS_PXSD004_FULL,FlyFire
IDS_PXSD005,Blue Aster
IDS_PXSD005_FULL,Blue Aster
IDS_PXSD007,Motor Boat
IDS_PXSD008,Steel Rat
IDS_PXSD008_FULL,Steel Rat
IDS_PXSD009,Razorworm
IDS_PXSD009_FULL,Razorworm
IDS_PXSD010,Celestial
IDS_PXSD010_FULL,Celestial
IDS_PXSD011,Comet Trace
IDS_PXSD011_FULL,Comet Trace
IDS_PXSD012,Rover
IDS_PXSD012_FULL,Rover
IDS_PXSD013,Messer
IDS_PXSD013_FULL,Messer
IDS_PXSD014,Carnal
IDS_PXSD014_FULL,Carnal
IDS_PXSD015,Atomic Rage
IDS_PXSD015_FULL,Atomic Rage
IDS_PXSD016,Sea Devil
IDS_PXSD016_FULL,Sea Devil
IDS_PXSD017,Lancet
IDS_PXSD017_FULL,Lancet
IDS_PXSD018,Mizu-Jet
IDS_PXSD018_FULL,Mizu-Jet
IDS_PXSD019,Stealthedo
IDS_PXSD019_FULL,Stealthedo
IDS_PXSD020,Seascythe
IDS_PXSD020_FULL,Seascythe
IDS_PXSD021,Rumble
IDS_PXSD021_FULL,Rumble
IDS_PXSD022,Angler
IDS_PXSD022_FULL,Angler
IDS_PXSD023,Steel Lancet
IDS_PXSD023_FULL,Steel Lancet
IDS_PXSD024,Mutantovsk
IDS_PXSD024_FULL,Mutantovsk
IDS_PXSD025,Fangblade
IDS_PXSD025_FULL,Fangblade
IDS_PXSD027,D'DERIDEX
IDS_PXSD027_FULL,D'DERIDEX
IDS_PXSD031,Assimilator-3
IDS_PXSD031_FULL,Assimilator-3
IDS_PXSD032,Disruptor-3
IDS_PXSD032_FULL,Disruptor-3
IDS_PXSD041,Lutèce
IDS_PXSD041_FULL,Lutèce
IDS_PXSD042,Stalnoy
IDS_PXSD042_FULL,Stalnoy
IDS_PXSD043,Northwind M
IDS_PXSD043_FULL,Northwind M
IDS_PXSD056,Northwind
IDS_PXSD056_FULL,Northwind
IDS_PXSD102,Whirlwind
IDS_PXSD102_FULL,Whirlwind
IDS_PXSD103,Hector
IDS_PXSD103_FULL,Hector
IDS_PXSD502,Don de la DuQue
IDS_PXSD502_FULL,Don de la DuQue
IDS_PXSD503,Duck Punchis
IDS_PXSD503_FULL,Duck Punchis
IDS_PXSS107,Zipper Sub
IDS_PXSS107_FULL,Zipper Sub
IDS_PXSS207,Seelöwe
IDS_PXSS207_FULL,Seelöwe
IDS_PXSS307,Gerfalcon
IDS_PXSS307_FULL,Gerfalcon
